Time,base_link_contacts_data,goal_status_data,power_consumption_hip_data,power_consumption_total_data,power_consumption_wheel_data
1724189511.5007346,0.0,0.0,0.0,0.0,0.0
1724189511.5007489,0.0,0.0,0.0,0.0,0.0
1724189511.520976,0.0,0.0,0.0,0.0,0.0
1724189511.5412452,0.0,0.0,0.0,0.0,0.0
1724189512.7938485,0.0,0.0,0.0,0.0,0.0
1724189512.8139277,0.0,0.0,0.0,0.0,0.0
1724189512.8340423,0.0,0.0,0.0,0.0,0.0
1724189512.8541825,0.0,0.0,0.0,0.0,0.0
1724189512.8742716,0.0,0.0,0.0,0.0,0.0
1724189512.8943496,0.0,0.0,0.0,0.0,0.0
1724189512.9144166,0.0,0.0,0.0,0.0,0.0
1724189512.9347086,0.0,0.0,0.0,0.0,0.0
1724189512.9550586,0.0,0.0,0.0,0.0,0.0
1724189512.9749784,0.0,0.0,0.0,0.0,0.0
1724189512.9993532,0.0,0.0,0.0,0.0,0.0
1724189513.0197752,0.0,0.0,0.0,0.0,0.0
1724189513.039688,0.0,0.0,0.0,0.0,0.0
1724189513.0597796,0.0,0.0,0.0,0.0,0.0
1724189513.079726,0.0,0.0,0.0,0.0,0.0
1724189513.0998974,0.0,0.0,0.0,0.0,0.0
1724189513.1112912,0.0,0.0,0.0,80.05361938476562,0.0
1724189513.1112914,0.0,0.0,80.05361938476562,80.05361938476562,0.0
1724189513.1112988,0.0,0.0,80.05361938476562,80.05361938476562,0.0
1724189513.1200027,0.0,0.0,80.05361938476562,80.05361938476562,0.0
1724189513.1399589,0.0,0.0,80.05361938476562,80.05361938476562,0.0
1724189513.1443512,0.0,0.0,160.1129913330078,80.05361938476562,0.0
1724189513.1443648,0.0,0.0,160.1129913330078,160.1129913330078,0.0
1724189513.1443694,0.0,0.0,160.1129913330078,160.1129913330078,0.0
1724189513.1599123,0.0,0.0,160.1129913330078,160.1129913330078,0.0
1724189513.1769333,0.0,0.0,240.5233154296875,160.1129913330078,0.0
1724189513.1769657,0.0,0.0,240.5233154296875,240.5233154296875,0.0
1724189513.1769762,0.0,0.0,240.5233154296875,240.5233154296875,0.0
1724189513.1798515,0.0,0.0,240.5233154296875,240.5233154296875,0.0
1724189513.1999216,0.0,0.0,240.5233154296875,240.5233154296875,0.0
1724189513.2111194,0.0,0.0,240.5233154296875,321.4512634277344,0.0
1724189513.211124,0.0,0.0,321.4512634277344,321.4512634277344,0.0
1724189513.211137,0.0,0.0,321.4512634277344,321.4512634277344,0.0
1724189513.219921,0.0,0.0,321.4512634277344,321.4512634277344,0.0
1724189513.2399538,0.0,0.0,321.4512634277344,321.4512634277344,0.0
1724189513.2443278,0.0,0.0,402.90631103515625,321.4512634277344,0.0
1724189513.244363,0.0,0.0,402.90631103515625,321.4512634277344,0.0
1724189513.2443774,0.0,0.0,402.90631103515625,402.90631103515625,0.0
1724189513.259935,0.0,0.0,402.90631103515625,402.90631103515625,0.0
1724189513.2770095,0.0,0.0,402.90631103515625,484.8668518066406,0.0
1724189513.27701,0.0,0.0,484.8668518066406,484.8668518066406,0.0
1724189513.2770162,0.0,0.0,484.8668518066406,484.8668518066406,0.0
1724189513.2799425,0.0,0.0,484.8668518066406,484.8668518066406,0.0
1724189513.2999585,0.0,0.0,484.8668518066406,484.8668518066406,0.0
1724189513.311181,0.0,0.0,567.304931640625,484.8668518066406,0.0
1724189513.3112164,0.0,0.0,567.304931640625,484.8668518066406,0.0
1724189513.3112197,0.0,0.0,567.304931640625,567.304931640625,0.0
1724189513.3200133,0.0,0.0,567.304931640625,567.304931640625,0.0
1724189513.340059,0.0,0.0,567.304931640625,567.304931640625,0.0
1724189513.3443873,0.0,0.0,650.093505859375,567.304931640625,0.0
1724189513.3444543,0.0,0.0,650.093505859375,650.093505859375,0.0
1724189513.3444614,0.0,0.0,650.093505859375,650.093505859375,0.0
1724189513.3600397,0.0,0.0,650.093505859375,650.093505859375,0.0
1724189513.377373,0.0,0.0,733.0482788085938,650.093505859375,0.0
1724189513.3773806,0.0,0.0,733.0482788085938,733.0482788085938,0.0
1724189513.3800228,0.0,0.0,733.0482788085938,733.0482788085938,0.0
1724189513.400022,0.0,0.0,733.0482788085938,733.0482788085938,0.0
1724189513.4114645,0.0,0.0,733.0482788085938,733.0482788085938,0.0
1724189513.4114687,0.0,0.0,815.9342651367188,815.9342651367188,0.0
1724189513.420081,0.0,0.0,815.9342651367188,815.9342651367188,0.0
1724189513.4400134,0.0,0.0,815.9342651367188,815.9342651367188,0.0
1724189513.4441128,0.0,0.0,815.9342651367188,898.8193359375,0.0
1724189513.4441173,0.0,0.0,815.9342651367188,898.8193359375,0.0
1724189513.4441185,0.0,0.0,898.8193359375,898.8193359375,0.0
1724189513.4600315,0.0,0.0,898.8193359375,898.8193359375,0.0
1724189513.4771698,0.0,0.0,898.8193359375,981.7022094726562,0.0
1724189513.477173,0.0,0.0,981.7022094726562,981.7022094726562,0.0
1724189513.4771829,0.0,0.0,981.7022094726562,981.7022094726562,0.0
1724189513.480109,0.0,0.0,981.7022094726562,981.7022094726562,0.0
1724189513.5000732,0.0,0.0,981.7022094726562,981.7022094726562,0.0
1724189513.5113037,0.0,0.0,1064.5859375,981.7022094726562,0.0
1724189513.5113094,0.0,0.0,1064.5859375,1064.5859375,0.0
1724189513.5113163,0.0,0.0,1064.5859375,1064.5859375,0.0
1724189513.5200503,0.0,0.0,1064.5859375,1064.5859375,0.0
1724189513.5400617,0.0,0.0,1064.5859375,1064.5859375,0.0
1724189513.544368,0.0,0.0,1064.5859375,1064.5859375,0.0
1724189513.544376,0.0,0.0,1064.5859375,1147.47021484375,0.0
1724189513.5443826,0.0,0.0,1147.47021484375,1147.47021484375,0.0
1724189513.560179,0.0,0.0,1147.47021484375,1147.47021484375,0.0
1724189513.5775225,0.0,0.0,1230.355224609375,1147.47021484375,0.0
1724189513.5775352,0.0,0.0,1230.355224609375,1230.355224609375,0.0
