Time,data
1724194214.044727,0
1724194214.0447402,0
1724194214.064998,0
1724194214.0853012,0
1724194214.1056128,0
1724194215.4214559,0
1724194215.441709,0
1724194215.4617977,0
1724194215.481908,0
1724194215.5020387,0
1724194215.5222673,0
1724194215.5422695,0
1724194215.5624173,0
1724194215.5824888,0
1724194215.602458,0
1724194215.622768,0
1724194215.6427038,0
1724194215.6626546,0
1724194215.6827245,0
1724194215.7027645,0
1724194215.722883,0
1724194215.742899,0
1724194215.7633047,0
1724194215.7833147,0
1724194215.8055296,0
1724194215.8255858,0
1724194215.8456697,0
1724194215.865718,0
1724194215.885676,0
1724194215.9056923,0
1724194215.9257436,0
1724194215.9457495,0
1724194215.965781,0
1724194215.9857574,0
1724194216.0057628,0
1724194216.025809,0
1724194216.0457354,0
1724194216.0658157,0
1724194216.085975,0
1724194216.1058333,0
1724194216.1260984,0
1724194216.1458666,0
1724194216.1662343,0
1724194216.1866858,0
1724194216.2062907,0
1724194216.2262535,0
1724194216.2462914,0
1724194216.2715876,0
1724194216.2915664,0
1724194216.3102283,0
1724194216.3300574,0
1724194216.3497527,0
1724194216.369485,0
1724194216.3893182,0
1724194216.4091067,0
1724194216.4290366,0
1724194216.449762,0
1724194216.4692528,0
1724194216.4890501,0
1724194216.5089562,0
1724194216.5292094,0
1724194216.549256,0
1724194216.569473,0
1724194216.5894544,0
1724194216.6093464,0
1724194216.629452,0
1724194216.649459,0
1724194216.669407,0
1724194216.6897311,0
1724194216.709524,0
1724194216.7301557,0
1724194216.750199,0
1724194216.770738,0
1724194216.7907867,0
1724194216.8107603,0
1724194216.8312285,0
1724194216.8511722,0
1724194216.8711174,0
1724194216.892486,0
1724194216.914901,0
1724194216.9355335,0
1724194216.9555953,0
1724194216.9764118,0
1724194216.9964948,0
1724194217.0163386,0
1724194217.0375197,0
1724194217.0574331,0
1724194217.077504,0
1724194217.101014,0
1724194217.1207955,0
1724194217.1416876,0
1724194217.1619527,0
1724194217.187009,0
1724194217.2073016,0
1724194217.2273219,0
1724194217.2475855,0
1724194217.2676334,0
1724194217.287615,0
1724194217.3077176,0
1724194217.327734,0
1724194217.34779,0
1724194217.3677948,0
1724194217.3878,0
1724194217.407976,0
1724194217.4278884,0
1724194217.4480379,0
1724194217.4680839,0
1724194217.488163,0
1724194217.5082564,0
1724194217.5281384,0
1724194217.5486076,0
1724194217.5685518,0
1724194217.5886505,0
1724194217.610823,0
1724194217.630826,0
1724194217.6518648,0
1724194217.6720126,0
1724194217.6939063,0
1724194217.7140043,0
1724194217.7349865,0
1724194217.757536,0
1724194217.7775507,0
1724194217.797646,0
1724194217.8204207,0
1724194217.8409898,0
1724194217.8616645,0
1724194217.8818872,0
1724194217.9022303,0
1724194217.9226072,0
1724194217.9425554,0
1724194217.9626758,0
1724194217.9827356,0
1724194218.0037222,0
1724194218.0256133,0
1724194218.0453637,0
1724194218.066818,0
1724194218.0868433,0
1724194218.1086266,0
1724194218.1290948,0
1724194218.1491284,0
1724194218.1735299,0
1724194218.1935587,0
1724194218.2138264,0
1724194218.2347279,0
1724194218.2546487,0
1724194218.2748616,0
1724194218.2949455,0
1724194218.316971,0
1724194218.3379433,0
1724194218.3595204,0
1724194218.3799357,0
1724194218.4001863,0
1724194218.4225304,0
1724194218.4426866,0
1724194218.4627967,0
1724194218.4830244,0
1724194218.5031817,0
1724194218.5232215,0
1724194218.54421,0
1724194218.5641525,0
1724194218.584818,0
1724194218.6049984,0
1724194218.6254406,0
1724194218.6456175,0
1724194218.6656432,0
1724194218.685851,0
1724194218.7058537,0
1724194218.726294,0
1724194218.746213,0
1724194218.7661679,0
1724194218.7864234,0
1724194218.8063993,0
1724194218.8274438,0
1724194218.847726,0
1724194218.8678603,0
1724194218.8885944,0
1724194218.9086704,0
1724194218.9287558,0
1724194218.9496822,0
1724194218.9698792,0
