Time,base_link_contacts_data,goal_status_data,power_consumption_hip_data,power_consumption_total_data,power_consumption_wheel_data
1724194437.1949332,0.0,0.0,0.0,0.0,0.0
1724194437.194948,0.0,0.0,0.0,0.0,0.0
1724194437.215094,0.0,0.0,0.0,0.0,0.0
1724194437.2352169,0.0,0.0,0.0,0.0,0.0
1724194437.255316,0.0,0.0,0.0,0.0,0.0
1724194437.2755375,0.0,0.0,0.0,0.0,0.0
1724194437.2954936,0.0,0.0,0.0,0.0,0.0
1724194437.3154817,0.0,0.0,0.0,0.0,0.0
1724194437.3354216,0.0,0.0,0.0,0.0,0.0
1724194437.3555367,0.0,0.0,0.0,0.0,0.0
1724194437.377391,0.0,0.0,0.0,0.0,0.0
1724194437.397408,0.0,0.0,0.0,0.0,0.0
1724194437.4175086,0.0,0.0,0.0,0.0,0.0
1724194437.438883,0.0,0.0,0.0,0.0,0.0
1724194437.4575276,0.0,0.0,0.0,0.0,0.0
1724194437.477531,0.0,0.0,0.0,0.0,0.0
1724194437.4975047,0.0,0.0,0.0,0.0,0.0
1724194437.5173974,0.0,0.0,0.0,0.0,0.0
1724194437.5373695,0.0,0.0,0.0,0.0,0.0
1724194437.557339,0.0,0.0,0.0,0.0,0.0
1724194437.5744212,0.0,0.0,80.05374145507812,0.0,0.0
1724194437.574426,0.0,0.0,80.05374145507812,80.05374145507812,0.0
1724194437.574432,0.0,0.0,80.05374145507812,80.05374145507812,0.0
1724194437.5772903,0.0,0.0,80.05374145507812,80.05374145507812,0.0
1724194437.5972714,0.0,0.0,80.05374145507812,80.05374145507812,0.0
1724194437.6073692,0.0,0.0,160.1075439453125,80.05374145507812,0.0
1724194437.6074252,0.0,0.0,160.1075439453125,160.1075439453125,0.0
1724194437.6074278,0.0,0.0,160.1075439453125,160.1075439453125,0.0
1724194437.6172764,0.0,0.0,160.1075439453125,160.1075439453125,0.0
1724194437.6373117,0.0,0.0,160.1075439453125,160.1075439453125,0.0
1724194437.6416104,0.0,0.0,240.1613311767578,160.1075439453125,0.0
1724194437.6416297,0.0,0.0,240.1613311767578,160.1075439453125,0.0
1724194437.6416678,0.0,0.0,240.1613311767578,240.1613311767578,0.0
1724194437.657314,0.0,0.0,240.1613311767578,240.1613311767578,0.0
1724194437.674406,0.0,0.0,320.21490478515625,240.1613311767578,0.0
1724194437.6744084,0.0,0.0,320.21490478515625,240.1613311767578,0.0
1724194437.6744597,0.0,0.0,320.21490478515625,320.21490478515625,0.0
1724194437.6772933,0.0,0.0,320.21490478515625,320.21490478515625,0.0
1724194437.697233,0.0,0.0,320.21490478515625,320.21490478515625,0.0
1724194437.7075226,0.0,0.0,400.2686462402344,320.21490478515625,0.0
1724194437.7075255,0.0,0.0,400.2686462402344,320.21490478515625,0.0
1724194437.7075777,0.0,0.0,400.2686462402344,400.2686462402344,0.0
1724194437.71722,0.0,0.0,400.2686462402344,400.2686462402344,0.0
1724194437.737226,0.0,0.0,400.2686462402344,400.2686462402344,0.0
1724194437.7413535,0.0,0.0,480.3223571777344,400.2686462402344,0.0
1724194437.7413604,0.0,0.0,480.3223571777344,480.3223571777344,0.0
1724194437.7413611,0.0,0.0,480.3223571777344,480.3223571777344,0.0
1724194437.757241,0.0,0.0,480.3223571777344,480.3223571777344,0.0
1724194437.7744665,0.0,0.0,560.3760375976562,480.3223571777344,0.0
1724194437.7745104,0.0,0.0,560.3760375976562,480.3223571777344,0.0
1724194437.774515,0.0,0.0,560.3760375976562,560.3760375976562,0.0
1724194437.7773266,0.0,0.0,560.3760375976562,560.3760375976562,0.0
1724194437.7973852,0.0,0.0,560.3760375976562,560.3760375976562,0.0
1724194437.8076286,0.0,0.0,560.3760375976562,560.3760375976562,0.0
1724194437.8076327,0.0,0.0,640.4296875,560.3760375976562,0.0
1724194437.8076355,0.0,0.0,640.4296875,640.4296875,0.0
1724194437.817383,0.0,0.0,640.4296875,640.4296875,0.0
1724194437.8373363,0.0,0.0,640.4296875,640.4296875,0.0
1724194437.8418152,0.0,0.0,640.4296875,640.4296875,0.0
1724194437.8418162,0.0,0.0,640.4296875,720.4833374023438,0.0
1724194437.8418272,0.0,0.0,720.4833374023438,720.4833374023438,0.0
