Time,base_link_contacts_data,goal_status_data,power_consumption_hip_data,power_consumption_total_data,power_consumption_wheel_data
1724188174.0514393,0.0,0.0,0.0,0.0,0.0
1724188174.0514536,0.0,0.0,0.0,0.0,0.0
1724188174.0715766,0.0,0.0,0.0,0.0,0.0
1724188174.091853,0.0,0.0,0.0,0.0,0.0
1724188174.111901,0.0,0.0,0.0,0.0,0.0
1724188174.1327696,0.0,0.0,0.0,0.0,0.0
1724188174.1532922,0.0,0.0,0.0,0.0,0.0
1724188174.173808,0.0,0.0,0.0,0.0,0.0
1724188174.193678,0.0,0.0,0.0,0.0,0.0
1724188174.2142184,0.0,0.0,0.0,0.0,0.0
1724188174.2346578,0.0,0.0,0.0,0.0,0.0
1724188174.2546437,0.0,0.0,0.0,0.0,0.0
1724188174.274857,0.0,0.0,0.0,0.0,0.0
1724188174.294907,0.0,0.0,0.0,0.0,0.0
1724188174.314841,0.0,0.0,0.0,0.0,0.0
1724188174.3347828,0.0,0.0,0.0,0.0,0.0
1724188174.3548343,0.0,0.0,0.0,0.0,0.0
1724188174.3749616,0.0,0.0,0.0,0.0,0.0
1724188174.385326,0.0,0.0,0.0,0.0,0.0
1724188174.3853447,0.0,0.0,80.05384063720703,0.0,0.0
1724188174.385374,0.0,0.0,80.05384063720703,80.05384063720703,0.0
1724188174.3947966,0.0,0.0,80.05384063720703,80.05384063720703,0.0
1724188174.4148738,0.0,0.0,80.05384063720703,80.05384063720703,0.0
1724188174.418085,0.0,0.0,80.05384063720703,80.05384063720703,0.0
1724188174.418092,0.0,0.0,160.10752868652344,80.05384063720703,0.0
1724188174.4180946,0.0,0.0,160.10752868652344,160.10752868652344,0.0
1724188174.4350922,0.0,0.0,160.10752868652344,160.10752868652344,0.0
1724188174.4523263,0.0,0.0,240.1613006591797,160.10752868652344,0.0
1724188174.452339,0.0,0.0,240.1613006591797,160.10752868652344,0.0
1724188174.4523425,0.0,0.0,240.1613006591797,240.1613006591797,0.0
1724188174.4550955,0.0,0.0,240.1613006591797,240.1613006591797,0.0
1724188174.475171,0.0,0.0,240.1613006591797,240.1613006591797,0.0
1724188174.4854436,0.0,0.0,320.215087890625,240.1613006591797,0.0
1724188174.485448,0.0,0.0,320.215087890625,240.1613006591797,0.0
1724188174.4854496,0.0,0.0,320.215087890625,320.215087890625,0.0
1724188174.4951582,0.0,0.0,320.215087890625,320.215087890625,0.0
1724188174.5152264,0.0,0.0,320.215087890625,320.215087890625,0.0
1724188174.5186024,0.0,0.0,320.215087890625,400.2688293457031,0.0
1724188174.518613,0.0,0.0,400.2688293457031,400.2688293457031,0.0
1724188174.5186222,0.0,0.0,400.2688293457031,400.2688293457031,0.0
1724188174.5353146,0.0,0.0,400.2688293457031,400.2688293457031,0.0
1724188174.5527265,0.0,0.0,480.3224792480469,400.2688293457031,0.0
1724188174.552732,0.0,0.0,480.3224792480469,480.3224792480469,0.0
1724188174.5527377,0.0,0.0,480.3224792480469,480.3224792480469,0.0
1724188174.5552864,0.0,0.0,480.3224792480469,480.3224792480469,0.0
1724188174.5754154,0.0,0.0,480.3224792480469,480.3224792480469,0.0
1724188174.5857956,0.0,0.0,480.3224792480469,480.3224792480469,0.0
1724188174.5858097,0.0,0.0,480.3224792480469,560.376220703125,0.0
1724188174.5858133,0.0,0.0,560.376220703125,560.376220703125,0.0
1724188174.5953405,0.0,0.0,560.376220703125,560.376220703125,0.0
1724188174.615368,0.0,0.0,560.376220703125,560.376220703125,0.0
1724188174.619867,0.0,0.0,560.376220703125,640.4298095703125,0.0
1724188174.6198735,0.0,0.0,560.376220703125,640.4298095703125,0.0
1724188174.6198745,0.0,0.0,640.4298095703125,640.4298095703125,0.0
1724188174.6370244,0.0,0.0,640.4298095703125,640.4298095703125,0.0
1724188174.6537642,0.0,0.0,640.4298095703125,720.4832763671875,0.0
1724188174.6537726,0.0,0.0,720.4832763671875,720.4832763671875,0.0
1724188174.6537738,0.0,0.0,720.4832763671875,720.4832763671875,0.0
1724188174.6565454,0.0,0.0,720.4832763671875,720.4832763671875,0.0
1724188174.6765463,0.0,0.0,720.4832763671875,720.4832763671875,0.0
1724188174.6867893,0.0,0.0,720.4832763671875,800.5369262695312,0.0
1724188174.6867971,0.0,0.0,800.5369262695312,800.5369262695312,0.0
1724188174.686798,0.0,0.0,800.5369262695312,800.5369262695312,0.0
1724188174.696609,0.0,0.0,800.5369262695312,800.5369262695312,0.0
1724188174.7166674,0.0,0.0,800.5369262695312,800.5369262695312,0.0
1724188174.7197,0.0,0.0,880.5905151367188,800.5369262695312,0.0
1724188174.7197037,0.0,0.0,880.5905151367188,880.5905151367188,0.0
1724188174.7197063,0.0,0.0,880.5905151367188,880.5905151367188,0.0
1724188174.7366056,0.0,0.0,880.5905151367188,880.5905151367188,0.0
1724188174.753894,0.0,0.0,960.6441040039062,880.5905151367188,0.0
1724188174.7538996,0.0,0.0,960.6441040039062,960.6441040039062,0.0
1724188174.7539115,0.0,0.0,960.6441040039062,960.6441040039062,0.0
1724188174.7565382,0.0,0.0,960.6441040039062,960.6441040039062,0.0
1724188174.776601,0.0,0.0,960.6441040039062,960.6441040039062,0.0
1724188174.7869475,0.0,0.0,1040.6976318359375,960.6441040039062,0.0
1724188174.7869582,0.0,0.0,1040.6976318359375,960.6441040039062,0.0
1724188174.7869682,0.0,0.0,1040.6976318359375,1040.6976318359375,0.0
1724188174.7966323,0.0,0.0,1040.6976318359375,1040.6976318359375,0.0
1724188174.8166623,0.0,0.0,1040.6976318359375,1040.6976318359375,0.0
1724188174.8200245,0.0,0.0,1120.751220703125,1040.6976318359375,0.0
1724188174.8200278,0.0,0.0,1120.751220703125,1120.751220703125,0.0
1724188174.8200445,0.0,0.0,1120.751220703125,1120.751220703125,0.0
1724188174.836692,0.0,0.0,1120.751220703125,1120.751220703125,0.0
1724188174.853965,0.0,0.0,1200.8045654296875,1120.751220703125,0.0
1724188174.8539689,0.0,0.0,1200.8045654296875,1200.8045654296875,0.0
