Time,base_link_contacts_data,goal_status_data,power_consumption_hip_data,power_consumption_total_data,power_consumption_wheel_data
1724194358.731815,0.0,0.0,0.0,0.0,0.0
1724194358.7318292,0.0,0.0,0.0,0.0,0.0
1724194358.7519906,0.0,0.0,0.0,0.0,0.0
1724194358.7721744,0.0,0.0,0.0,0.0,0.0
1724194358.7924278,0.0,0.0,0.0,0.0,0.0
1724194358.8125618,0.0,0.0,0.0,0.0,0.0
1724194358.832695,0.0,0.0,0.0,0.0,0.0
1724194358.8528514,0.0,0.0,0.0,0.0,0.0
1724194358.873031,0.0,0.0,0.0,0.0,0.0
1724194358.893102,0.0,0.0,0.0,0.0,0.0
1724194358.9131312,0.0,0.0,0.0,0.0,0.0
1724194358.9332092,0.0,0.0,0.0,0.0,0.0
1724194358.9544294,0.0,0.0,0.0,0.0,0.0
1724194358.9733856,0.0,0.0,0.0,0.0,0.0
1724194358.9933348,0.0,0.0,0.0,0.0,0.0
1724194360.0005488,0.0,0.0,0.0,0.0,0.0
1724194360.0206192,0.0,0.0,0.0,0.0,0.0
1724194360.0406866,0.0,0.0,0.0,0.0,0.0
1724194360.0607178,0.0,0.0,0.0,0.0,0.0
1724194360.0807996,0.0,0.0,0.0,0.0,0.0
1724194360.1007938,0.0,0.0,0.0,0.0,0.0
1724194360.120818,0.0,0.0,0.0,0.0,0.0
1724194360.1415644,0.0,0.0,0.0,0.0,0.0
1724194360.161581,0.0,0.0,0.0,0.0,0.0
1724194360.1816435,0.0,0.0,0.0,0.0,0.0
1724194360.2017047,0.0,0.0,0.0,0.0,0.0
1724194360.2216516,0.0,0.0,0.0,0.0,0.0
1724194360.2417724,0.0,0.0,0.0,0.0,0.0
1724194360.2622268,0.0,0.0,0.0,0.0,0.0
1724194360.2818646,0.0,0.0,0.0,0.0,0.0
1724194360.30182,0.0,0.0,0.0,0.0,0.0
1724194360.3218825,0.0,0.0,0.0,0.0,0.0
1724194360.3418238,0.0,0.0,0.0,0.0,0.0
1724194360.361873,0.0,0.0,0.0,0.0,0.0
1724194360.3634083,0.0,0.0,0.0,80.05375671386719,0.0
1724194360.3634148,0.0,0.0,0.0,80.05375671386719,0.0
1724194360.3634348,0.0,0.0,80.05375671386719,80.05375671386719,0.0
1724194360.3818848,0.0,0.0,80.05375671386719,80.05375671386719,0.0
1724194360.3960774,0.0,0.0,160.10757446289062,80.05375671386719,0.0
1724194360.3960855,0.0,0.0,160.10757446289062,160.10757446289062,0.0
1724194360.3960912,0.0,0.0,160.10757446289062,160.10757446289062,0.0
1724194360.4018955,0.0,0.0,160.10757446289062,160.10757446289062,0.0
1724194360.4219606,0.0,0.0,160.10757446289062,160.10757446289062,0.0
1724194360.4291732,0.0,0.0,160.10757446289062,240.16140747070312,0.0
1724194360.4291818,0.0,0.0,240.16140747070312,240.16140747070312,0.0
1724194360.4291832,0.0,0.0,240.16140747070312,240.16140747070312,0.0
1724194360.4419377,0.0,0.0,240.16140747070312,240.16140747070312,0.0
1724194360.4619288,0.0,0.0,240.16140747070312,240.16140747070312,0.0
1724194360.4633772,0.0,0.0,320.2149658203125,240.16140747070312,0.0
1724194360.4634335,0.0,0.0,320.2149658203125,320.2149658203125,0.0
1724194360.463436,0.0,0.0,320.2149658203125,320.2149658203125,0.0
1724194360.4819455,0.0,0.0,320.2149658203125,320.2149658203125,0.0
1724194360.4960823,0.0,0.0,400.2687377929688,320.2149658203125,0.0
1724194360.4960866,0.0,0.0,400.2687377929688,400.2687377929688,0.0
1724194360.496092,0.0,0.0,400.2687377929688,400.2687377929688,0.0
1724194360.5019495,0.0,0.0,400.2687377929688,400.2687377929688,0.0
1724194360.5219405,0.0,0.0,400.2687377929688,400.2687377929688,0.0
1724194360.5291944,0.0,0.0,480.3223876953125,480.3223876953125,0.0
1724194360.5292058,0.0,0.0,480.3223876953125,480.3223876953125,0.0
1724194360.5419617,0.0,0.0,480.3223876953125,480.3223876953125,0.0
1724194360.5620213,0.0,0.0,480.3223876953125,480.3223876953125,0.0
1724194360.563392,0.0,0.0,560.3760986328125,480.3223876953125,0.0
1724194360.5633996,0.0,0.0,560.3760986328125,560.3760986328125,0.0
1724194360.5634005,0.0,0.0,560.3760986328125,560.3760986328125,0.0
