Time,/speed_norm_angular/data,/speed_norm_linear/data
275.054,0.0108498772606253,0.0156850814819335
275.075,0.0108498772606253,0.0156850814819335
275.095,0.0108498772606253,0.0156850814819335
275.115,0.0108498772606253,0.0156850814819335
275.135,0.0108498772606253,0.0156850814819335
275.155,0.0091427927836775,0.013350524008274
275.175,0.0091427927836775,0.013350524008274
275.195,0.0091427927836775,0.013350524008274
275.215,0.0091427927836775,0.013350524008274
275.235,0.0091427927836775,0.013350524008274
275.255,0.0111309438943862,0.0472573637962341
275.275,0.0111309438943862,0.0472573637962341
275.294,0.0111309438943862,0.0472573637962341
275.315,0.0111309438943862,0.0472573637962341
275.335,0.0248015969991683,0.0463797263801097
275.355,0.0248015969991683,0.0463797263801097
275.374,0.0248015969991683,0.0463797263801097
275.394,0.0248015969991683,0.0463797263801097
275.414,0.0248015969991683,0.0463797263801097
275.435,0.0248015969991683,0.0463797263801097
275.455,0.0288564786314964,0.0440636724233627
275.473,0.0288564786314964,0.0440636724233627
275.494,0.0288564786314964,0.0440636724233627
275.514,0.0288564786314964,0.0440636724233627
275.535,0.0075048203580081,0.0366168543696403
275.555,0.0075048203580081,0.0366168543696403
275.575,0.0075048203580081,0.0366168543696403
275.595,0.0075048203580081,0.0366168543696403
275.615,0.011623446829617,0.0666381940245628
275.635,0.011623446829617,0.0666381940245628
275.655,0.011623446829617,0.0666381940245628
275.675,0.011623446829617,0.0666381940245628
275.702,0.011623446829617,0.0666381940245628
275.715,0.0074133942835032,0.035773504525423
275.734,0.0074133942835032,0.035773504525423
275.755,0.0074133942835032,0.035773504525423
275.775,0.0074133942835032,0.035773504525423
275.795,0.0444014407694339,0.0643395707011222
275.815,0.0444014407694339,0.0643395707011222
275.835,0.0444014407694339,0.0643395707011222
275.855,0.0444014407694339,0.0643395707011222
275.875,0.0196198634803295,0.0446622259914875
275.894,0.0196198634803295,0.0446622259914875
275.915,0.0196198634803295,0.0446622259914875
275.935,0.0196198634803295,0.0446622259914875
275.954,0.0195614919066429,0.0451359078288078
275.972,0.0195614919066429,0.0451359078288078
275.994,0.0195614919066429,0.0451359078288078
276.015,0.0195614919066429,0.0451359078288078
276.035,0.0219307132065296,0.0805821120738983
276.055,0.0219307132065296,0.0805821120738983
276.075,0.0219307132065296,0.0805821120738983
276.094,0.0219307132065296,0.0805821120738983
276.115,0.0219307132065296,0.0805821120738983
276.135,0.0219307132065296,0.0805821120738983
276.155,0.0219307132065296,0.0805821120738983
276.174,0.0070988088846206,0.0589212961494922
276.195,0.0070988088846206,0.0589212961494922
276.215,0.0070988088846206,0.0589212961494922
276.235,0.0070988088846206,0.0589212961494922
276.254,0.0108390478417277,0.0073409602046012
276.277,0.0108390478417277,0.0073409602046012
276.295,0.0108390478417277,0.0073409602046012
276.315,0.0108390478417277,0.0073409602046012
276.335,0.0108390478417277,0.0073409602046012
276.355,0.0189362242817878,0.0142508493736386
276.375,0.0189362242817878,0.0142508493736386
276.394,0.0189362242817878,0.0142508493736386
