Time,base_link_contacts_data,power_consumption_hip_data,power_consumption_total_data,power_consumption_wheel_data
0.0,0.0,0.0,0.0,0.0
0.013441085815429688,0.0,0.0,0.0,0.0
0.023044347763061523,0.0,0.0,0.0,0.0
0.02831745147705078,0.0,0.0,96.71484375,0.0
0.028350830078125,0.0,0.0,96.71484375,11.485229492187727
0.02838897705078125,0.0,85.2265625,96.71484375,11.485229492187727
0.03911614418029785,0.0,85.2265625,96.71484375,11.485229492187727
0.046239376068115234,0.0,85.2265625,96.71484375,11.485229492187727
0.0735785961151123,0.0,85.2265625,96.71484375,11.485229492187727
0.07671785354614258,0.0,85.2265625,193.4765625,11.485229492187727
0.07672834396362305,0.0,170.50390625,193.4765625,11.485229492187727
0.07673454284667969,0.0,170.50390625,193.4765625,22.970336914062727
0.08071184158325195,0.0,170.50390625,193.4765625,22.970336914062727
0.09394717216491699,0.0,170.50390625,193.4765625,22.970336914062727
0.10102200508117676,0.0,170.50390625,193.4765625,22.970336914062727
0.11218523979187012,0.0,255.82421875,193.4765625,22.970336914062727
0.11253905296325684,0.0,255.82421875,193.4765625,32.69201660156273
0.11254453659057617,0.0,255.82421875,288.51953125,32.69201660156273
0.11661314964294434,0.0,255.82421875,288.51953125,32.69201660156273
0.12364768981933594,0.0,255.82421875,288.51953125,32.69201660156273
0.13670134544372559,0.0,255.82421875,288.51953125,32.69201660156273
0.14426136016845703,0.0,255.82421875,288.51953125,32.69201660156273
0.14865684509277344,0.0,341.15234375,288.51953125,32.69201660156273
0.1486647129058838,0.0,341.15234375,288.51953125,43.46643066406273
0.14867949485778809,0.0,341.15234375,384.62109375,43.46643066406273
0.15874218940734863,0.0,341.15234375,384.62109375,43.46643066406273
0.16590547561645508,0.0,341.15234375,384.62109375,43.46643066406273
0.1793811321258545,0.0,341.15234375,384.62109375,43.46643066406273
0.18429017066955566,0.0,341.15234375,480.703125,43.46643066406273
0.18430018424987793,0.0,426.4609375,480.703125,43.46643066406273
0.18430161476135254,0.0,426.4609375,480.703125,54.24072265625023
0.18807196617126465,0.0,426.4609375,480.703125,54.24072265625023
0.20102858543395996,0.0,426.4609375,480.703125,54.24072265625023
0.20811152458190918,0.0,426.4609375,480.703125,54.24072265625023
0.22021865844726562,0.0,426.4609375,576.4140625,54.24072265625023
0.22022771835327148,0.0,511.8046875,576.4140625,54.24072265625023
0.2202451229095459,0.0,511.8046875,576.4140625,64.60913085937523
0.2237088680267334,0.0,511.8046875,576.4140625,64.60913085937523
0.2308053970336914,0.0,511.8046875,576.4140625,64.60913085937523
0.24440836906433105,0.0,511.8046875,576.4140625,64.60913085937523
0.25120043754577637,0.0,511.8046875,576.4140625,64.60913085937523
0.25449705123901367,0.0,511.8046875,673.18359375,64.60913085937523
0.2545027732849121,0.0,511.8046875,673.18359375,75.96594238281273
0.2545034885406494,0.0,597.21484375,673.18359375,75.96594238281273
0.2641575336456299,0.0,597.21484375,673.18359375,75.96594238281273
0.27127909660339355,0.0,597.21484375,673.18359375,75.96594238281273
0.28489112854003906,0.0,597.21484375,673.18359375,75.96594238281273
0.2879645824432373,0.0,597.21484375,769.984375,75.96594238281273
0.28797173500061035,0.0,597.21484375,769.984375,87.32263183593773
0.28797245025634766,0.0,682.66015625,769.984375,87.32263183593773
0.29170870780944824,0.0,682.66015625,769.984375,87.32263183593773
0.3046863079071045,0.0,682.66015625,769.984375,87.32263183593773
0.3122241497039795,0.0,682.66015625,769.984375,87.32263183593773
0.3234586715698242,0.0,682.66015625,865.8984375,87.32263183593773
0.32346057891845703,0.0,768.11328125,865.8984375,87.32263183593773
0.3234684467315674,0.0,768.11328125,865.8984375,97.78247070312523
0.32703590393066406,0.0,768.11328125,865.8984375,97.78247070312523
0.33417296409606934,0.0,768.11328125,865.8984375,97.78247070312523
0.34741950035095215,0.0,768.11328125,865.8984375,97.78247070312523
0.35566186904907227,0.0,768.11328125,865.8984375,97.78247070312523
0.3592841625213623,0.0,853.60546875,865.8984375,97.78247070312523
0.3593306541442871,0.0,853.60546875,865.8984375,108.2421875
0.35933566093444824,0.0,853.60546875,961.84765625,108.2421875
0.3690917491912842,0.0,853.60546875,961.84765625,108.2421875
0.37679362297058105,0.0,853.60546875,961.84765625,108.2421875
0.39063525199890137,0.0,853.60546875,961.84765625,108.2421875
0.3940105438232422,0.0,939.125,961.84765625,108.2421875
0.39401817321777344,0.0,939.125,1057.921875,108.2421875
0.3940584659576416,0.0,939.125,1057.921875,118.794921875
0.3978400230407715,0.0,939.125,1057.921875,118.794921875
0.41227173805236816,0.0,939.125,1057.921875,118.794921875
0.4194190502166748,0.0,939.125,1057.921875,118.794921875
0.4300861358642578,0.0,939.125,1057.921875,129.34777832031273
0.4300878047943115,0.0,939.125,1153.984375,129.34777832031273
0.4300975799560547,0.0,1024.63671875,1153.984375,129.34777832031273
0.4326791763305664,0.0,1024.63671875,1153.984375,129.34777832031273
0.4396207332611084,0.0,1024.63671875,1153.984375,129.34777832031273
0.452716588973999,0.0,1024.63671875,1153.984375,129.34777832031273
0.46037864685058594,0.0,1024.63671875,1153.984375,129.34777832031273
0.4635176658630371,0.0,1024.63671875,1153.984375,139.73059082031273
0.4635179042816162,0.0,1024.63671875,1249.87890625,139.73059082031273
0.46352505683898926,0.0,1110.1484375,1249.87890625,139.73059082031273
0.47362303733825684,0.0,1110.1484375,1249.87890625,139.73059082031273
0.48073339462280273,0.0,1110.1484375,1249.87890625,139.73059082031273
0.49456119537353516,0.0,1110.1484375,1249.87890625,139.73059082031273
